instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642
12212,2012-05-29,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194
12213,2012-05-29,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194
12214,2012-05-29,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343
12215,2012-05-29,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836
12216,2012-05-29,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239
12217,2012-05-29,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239
12218,2012-05-29,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239
12219,2012-05-29,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239
12220,2012-05-29,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194
12221,2012-05-29,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985
12223,2012-05-29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985
12224,2012-05-29,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881
12226,2012-05-29,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179
12227,2012-05-29,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881
12228,2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925
12229,2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179
12230,2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224
12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896
12235,2012-05-29,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0
12236,2012-05-30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045
12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896
12239,2012-05-30,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343
12240,2012-05-30,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343
12241,2012-05-30,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045
12243,2012-05-30,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194
12246,2012-05-30,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836
12247,2012-05-30,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0
12249,2012-05-30,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0
12250,2012-05-30,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343
12251,2012-05-30,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642
12253,2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642
12255,2012-05-30,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343
12257,2012-05-30,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045
12258,2012-05-30,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045
12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045
12260,2012-05-31,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343
12261,2012-05-31,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896
12262,2012-05-31,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836
12272,2012-05-31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343
12274,2012-05-31,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836
12277,2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642
12278,2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194
12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642
12280,2012-05-31,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642
12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642
12282,2012-05-31,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642
12283,2012-05-31,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537
12285,2012-06-01,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239
12286,2012-06-01,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239
12287,2012-06-01,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896
12288,2012-06-01,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896
12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896
12290,2012-06-01,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194
12293,2012-06-01,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239
12294,2012-06-01,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836
12295,2012-06-01,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985
12298,2012-06-01,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836
12299,2012-06-01,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836
12300,2012-06-01,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478
12301,2012-06-01,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537
12302,2012-06-01,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582
12303,2012-06-01,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582
12304,2012-06-01,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537
12305,2012-06-01,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537
12306,2012-06-01,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343
12307,2012-06-01,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343
12308,2012-06-02,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343
12309,2012-06-02,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045
12310,2012-06-02,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0.0
12311,2012-06-02,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537
12312,2012-06-02,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836
12313,2012-06-02,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194
12314,2012-06-02,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194
12315,2012-06-02,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045
12316,2012-06-02,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642
12317,2012-06-02,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537
12318,2012-06-02,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985
12319,2012-06-02,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836
12320,2012-06-02,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582
12321,2012-06-02,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537
12322,2012-06-02,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985
12323,2012-06-02,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537
12324,2012-06-02,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537
12325,2012-06-02,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0
12326,2012-06-02,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0
12327,2012-06-02,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642
12328,2012-06-02,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836
12329,2012-06-02,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045
12330,2012-06-02,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343
12331,2012-06-02,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045
12332,2012-06-03,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642
12333,2012-06-03,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343
12334,2012-06-03,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045
12335,2012-06-03,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045
12336,2012-06-03,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896
12337,2012-06-03,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0.0
12338,2012-06-03,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045
12339,2012-06-03,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045
12340,2012-06-03,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896
12341,2012-06-03,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194
12342,2012-06-03,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239
12343,2012-06-03,2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537
12344,2012-06-03,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985
12345,2012-06-03,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836
12346,2012-06-03,2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284
12347,2012-06-03,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0
12348,2012-06-03,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985
12349,2012-06-03,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537
12350,2012-06-03,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537
12351,2012-06-03,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836
12352,2012-06-03,2,1,6,20,0,0,0,1,0.66,0.6212,0.39,0.194
12353,2012-06-03,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642
12354,2012-06-03,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881
12355,2012-06-03,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045
12356,2012-06-04,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0.0
12357,2012-06-04,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642
12358,2012-06-04,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239
12359,2012-06-04,2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642
12360,2012-06-04,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896
12361,2012-06-04,2,1,6,5,0,1,1,1,0.52,0.5,0.68,0.0
12362,2012-06-04,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0.0
12363,2012-06-04,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239
12364,2012-06-04,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239
12365,2012-06-04,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836
12366,2012-06-04,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627
12367,2012-06-04,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925
12368,2012-06-04,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478
12369,2012-06-04,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582
12370,2012-06-04,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925
12371,2012-06-04,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985
12372,2012-06-04,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627
12373,2012-06-04,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478
12374,2012-06-04,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881
12375,2012-06-04,2,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179
12376,2012-06-04,2,1,6,20,0,1,1,1,0.6,0.6212,0.4,0.3582
12377,2012-06-04,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537
12378,2012-06-04,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836
12379,2012-06-04,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985
12380,2012-06-05,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179
12381,2012-06-05,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284
12382,2012-06-05,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985
12383,2012-06-05,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194
12384,2012-06-05,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194
12385,2012-06-05,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642
12386,2012-06-05,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537
12387,2012-06-05,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985
12388,2012-06-05,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239
12389,2012-06-05,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537
12390,2012-06-05,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985
12391,2012-06-05,2,1,6,11,0,2,1,2,0.56,0.5303,0.56,0.194
12392,2012-06-05,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239
12393,2012-06-05,2,1,6,13,0,2,1,2,0.6,0.6212,0.46,0.1642
12394,2012-06-05,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642
12395,2012-06-05,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343
12396,2012-06-05,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194
12397,2012-06-05,2,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0
12398,2012-06-05,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194
12399,2012-06-05,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537
12400,2012-06-05,2,1,6,20,0,2,1,1,0.56,0.5303,0.49,0.2239
12401,2012-06-05,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642
12402,2012-06-05,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045
12403,2012-06-05,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896
12404,2012-06-06,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896
12405,2012-06-06,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0
12406,2012-06-06,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0.0
12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0
12408,2012-06-06,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045
12409,2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0
12410,2012-06-06,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0.0
12411,2012-06-06,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0
12412,2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0
12413,2012-06-06,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896
12414,2012-06-06,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896
12415,2012-06-06,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896
12416,2012-06-06,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0
12417,2012-06-06,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896
12418,2012-06-06,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0.0
12419,2012-06-06,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0.0
12420,2012-06-06,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343
12421,2012-06-06,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343
12422,2012-06-06,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194
12423,2012-06-06,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985
12424,2012-06-06,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836
12425,2012-06-06,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642
12426,2012-06-06,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896
12427,2012-06-06,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0
12428,2012-06-07,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343
12429,2012-06-07,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642
12430,2012-06-07,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896
12431,2012-06-07,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045
12432,2012-06-07,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045
12433,2012-06-07,2,1,6,5,0,4,1,1,0.48,0.4697,0.82,0.0896
12434,2012-06-07,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045
12435,2012-06-07,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642
12436,2012-06-07,2,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0
12437,2012-06-07,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0.0
12438,2012-06-07,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896
12439,2012-06-07,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239
12440,2012-06-07,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0.0
12441,2012-06-07,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836
12442,2012-06-07,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537
12443,2012-06-07,2,1,6,15,0,4,1,1,0.74,0.6515,0.3,0.0
12444,2012-06-07,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239
12445,2012-06-07,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537
12446,2012-06-07,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836
12447,2012-06-07,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836
12448,2012-06-07,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985
12449,2012-06-07,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284
12450,2012-06-07,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642
12451,2012-06-07,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343
12452,2012-06-08,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642
12453,2012-06-08,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642
12454,2012-06-08,2,1,6,2,0,5,1,1,0.56,0.5303,0.56,0.0
12455,2012-06-08,2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896
12456,2012-06-08,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0.0
12457,2012-06-08,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045
12458,2012-06-08,2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896
12459,2012-06-08,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045
12460,2012-06-08,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896
12461,2012-06-08,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642
12462,2012-06-08,2,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537
12463,2012-06-08,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537
12464,2012-06-08,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284
12465,2012-06-08,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537
12466,2012-06-08,2,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881
12467,2012-06-08,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836
12468,2012-06-08,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985
12469,2012-06-08,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194
12470,2012-06-08,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239
12471,2012-06-08,2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239
12472,2012-06-08,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343
12473,2012-06-08,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343
12474,2012-06-08,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045
12475,2012-06-08,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642
12476,2012-06-09,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045
12477,2012-06-09,2,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896
12478,2012-06-09,2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239
12479,2012-06-09,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0.0
12480,2012-06-09,2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0
12481,2012-06-09,2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045
12482,2012-06-09,2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045
12483,2012-06-09,2,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045
12484,2012-06-09,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045
12485,2012-06-09,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642
12486,2012-06-09,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045
12487,2012-06-09,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0
12488,2012-06-09,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537
12489,2012-06-09,2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836
12490,2012-06-09,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194
12491,2012-06-09,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985
12492,2012-06-09,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194
12493,2012-06-09,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0
12494,2012-06-09,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239
12495,2012-06-09,2,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642
12496,2012-06-09,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239
12497,2012-06-09,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194
12498,2012-06-09,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642
12499,2012-06-09,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642
12500,2012-06-10,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045
12501,2012-06-10,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343
12502,2012-06-10,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343
12503,2012-06-10,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045
12504,2012-06-10,2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896
12505,2012-06-10,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896
12506,2012-06-10,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0
12507,2012-06-10,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045
12508,2012-06-10,2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896
12509,2012-06-10,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0
12510,2012-06-10,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045
12511,2012-06-10,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896
12512,2012-06-10,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0
12513,2012-06-10,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343
12514,2012-06-10,2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343
12515,2012-06-10,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239
12516,2012-06-10,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836
12517,2012-06-10,2,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836
12518,2012-06-10,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239
12519,2012-06-10,2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836
12520,2012-06-10,2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642
12521,2012-06-10,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642
12522,2012-06-10,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642
12523,2012-06-10,2,1,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045
12524,2012-06-11,2,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045
12525,2012-06-11,2,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642
12526,2012-06-11,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045
12527,2012-06-11,2,1,6,3,0,1,1,1,0.64,0.5909,0.78,0.1045
12528,2012-06-11,2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343
